created_at,full_text,sentiment
Thu May 22 14:53:07 +0000 2025,@BosPurwa Ribet ya. pemerintah aja buat aplikasi ojol biar tau untung ruginya juga biar rakyat terbantu. Gojek aja skrg msh merugi belum pernah untung dari awal. Aplikator jg salah normalisasi harga murah dari awal lewat promo dll. Asumsi rakyat harga murah padahal bakar duit..wkwk,neutral
Thu May 22 11:37:09 +0000 2025,@kompascom Customer dimntain tmbah biaya² aplikasi dsb.. driver krna potong diluar biaya tmbahn itu... Yg jelas gojek sdh dpt 20% dri uang driver. Yg perlu dtnyakan &amp; diaudit adalah biaya² tmbahn itu uh dibebankan pelanggan. Krna yg disnilah bsa tmban cuan gojeknya jdi bkan 20% lgi dri awal,negative
Thu May 22 10:48:47 +0000 2025,@Heraloebss Aplikasi ijo itu apa? Gojek? Grabfood? Asli gak paham.,neutral
Thu May 22 09:53:30 +0000 2025,Ojol Ditolong Ditodong Aplikasi https://t.co/I0CZauooth Tech bro itu gw perhatikan pada ngga ngerti masalah orisinalitas. Ketauan dari glorifikasi AI. Skrg dari tingkah app Gojek Grab dsb. keliatan tech bro ini pada ga ngerti urusan potongan upah yg manusiawi.,negative
Thu May 22 08:25:21 +0000 2025,@kimmyexp ini harus di aplikasi gopay? gak ada di aplikasi gojek?,neutral
Thu May 22 08:03:59 +0000 2025,@kompascom dari dulu kubilang yg masih ada aplikasi gojek (consumen) di hp nya itu orang kaya,neutral
Thu May 22 07:08:05 +0000 2025,@kompascom mereka pengusaha pak bukan dermawan gak mungkin disuruh omsetnya UMR buat mereka Pemerintah harus bikin aplikasi gojek sendiri dong,neutral
Thu May 22 07:01:54 +0000 2025,@chiakipx Grab dan gojek merger gak ada yang kehilangan pekerjaan. kecuali cuma orang kantornya yg berkurang... Drivernya tetap sama... Hahaha.... Asal elu tau ya kedua aplikasi ini pemilik sahamnya ada di Singapore...,neutral
Thu May 22 05:16:19 +0000 2025,Dan aplikasi seperti gojek+tokopedia jika mampu mengolah data dan membuat efisien itu sangat-sangat bagus. Apalagi ada bantuan dari tiktok. Sayangnya....sayangnya kelihatan mikir cuman jangka pendek dan agak rakus,negative
Wed May 21 10:35:46 +0000 2025,Nmr laporan 1925113114921869362 Terjadi lagi sistem @ShopeeID dan sistem kurir instan @gojekindonesia super jelek ‍ Pesanan di sistem Shopee belum kepickup tapi di aplikasi Gojek udah kepickup.,negative
Wed May 21 10:09:14 +0000 2025,@BosPurwa DUKUNG PEMERINTAH BIKIN APLIKASI SEPERTI GOJEK DLL DENGAN POTONGAN 0 - 5% SAJA DARI PADA RAKYAT JADI SAPI PERAH APLIKATOR SWASTA DGN POTONGAN GILA2AN SEHUBUNGAN PEMERINTAH BELUM BISA MEMBUKA 19 JUTA LAPANGAN KERJA. INSHA ALLAH KEMISKINAN MENURUN DRASTIS 300RB/HARI RAKYAT DPT,negative
Wed May 21 09:42:55 +0000 2025,@FPKSDPRRI PKS JIKA MAU MENANG PEMILU 2029 BIKINLAH APLIKASI SEPERTI GOJEK DLL UTK RAKYAT INDONESIA DENGAN POTONGAN CUKUP 5% SAJA DARI PADA RAKYAT JADI SAPI PERAH APLIKATOR SWASTA DGN POTONGAN GILA2AN SAMPAI 40-60% SEHUBUNGAN TINGGI NYA ANGKA PENGANGGURAN SAAT INI OJEKIN=OJEK INDONESIA,negative
Wed May 21 09:40:25 +0000 2025,Ikuti tantangan #PastiAdaJalan! 1. Masukkan kode PASTIADAJALAN di aplikasi Gojek 2. Dapatkan kode unikmu 3. Ajak teman-temanmu untuk menggunakan kode unik tersebut saat bertransaksi di Gojek 4. Kumpulkan poin sebanyak-banyaknya! https://t.co/p1EnacTddl,neutral
Wed May 21 09:19:59 +0000 2025,DESAK PEMERINTAH BIKIN APLIKASI SEPERTI GOJEK DENGAN POTONGAN 0 - 5% DARI PADA RAKYAT JADI SAPI PERAH APLIKATOR SWASTA DGN POTONGAN GILA2AN SEHUBUNGAN PEMERINTAH BELUM BISA MEMBUKA 19 JUTA LAPANGAN KERJA. DIJAMIN PRABOWO 2 PERIODE KL INI JADI.,neutral
Wed Jul 02 16:49:47 +0000 2025,@sosejeropa Bikin aplikasi gojek tanpa fee,neutral
Wed Jul 02 14:48:21 +0000 2025,eh gojek knp sih gak bisa ngasih tips dari aplikasi tapi bayarnya pake debit langsung?? KEKK??? GUE MAU NGASIH TIPS TAPI GUE CASHLESS DAN GUE MALES ISI GOPAY,negative
Wed Jul 02 14:00:14 +0000 2025,@unesa_fess ada tapi ga terlalu bisa diandalkan jujurly ada kaya gojek tp buatan anak unesa namanya nesaride lebih murah dikit dr aplikasi pake itu aja,negative
Wed Jul 02 13:46:35 +0000 2025,Gojek menyatakan tengah mengkaji dampak usulan kenaikan tarif ojol hingga 15% bersama Kementerian Perhubungan termasuk usulan pemotongan biaya aplikasi sebesar 10% agar tetap menguntungkan pengemudi tanpa memberatkan penumpang. Simak selengkapnya: https://t.co/srzPh4bYcL https://t.co/RfUpdphuzi,neutral
Wed Jul 02 13:45:04 +0000 2025,@kacamataasoyy @PartaiSocmed 40 persen mungkin anda ikut promo. Coba dicek lagi . Gojek 20% plus biaya aplikasi 1000,neutral
Wed Jul 02 13:43:52 +0000 2025,@PartaiSocmed Biaya aplikasi gojek 2000 untuk pembeli dan 1000 penjual. Lalu shoppe Biaya aplikasi 5000 untuk pembeli saja. Kadang bingung kok aplikator mash belum mendaptkan keuntungan. Aneh banget dwetnya habis.,neutral
Wed Jul 02 13:41:52 +0000 2025,@PartaiSocmed Ni tum Simple nya gini. Kita di potong fee 20% setelah itu dibpotong 1000 biaya aplikasi. Knp setiap harusnya cukuo di ambil fee saja 20% tambah di potong apliksi. Pembeli san penjual di mintain biaya aplikasi. Gojek fee 20 % plus 1000 Shoppe 25% untuk yang daftar apkikas baru https://t.co/Ec0TqSTR2w,neutral
Wed Jul 02 13:30:33 +0000 2025,@munvess Gak Nder w gak bisa nyetir soalnya sayang aplikasi Gojek dan Transjakarta aja tanpa mereka gue gak bisa ke mana-mana.,positive
Wed Jul 02 11:38:58 +0000 2025,@kwetiaux @_rulayy @astromenggs Bisaa pake aplikasi gopay sendiri bukan lewat gojek,neutral
Wed Jul 02 10:14:32 +0000 2025,@Djeantjook @cak_agoest @BiLLRaY2019 logika aja maxim inidriver dll muncul kapan? dia lakuin iklan bakar duit diawal sebesar aplikasi pioneer gak? aplikasi baru mah enak gausah promosi macem2 seperti yg udah dilakuin gojek grab. lagian kalo emang lebih untung maksim kenapa masih pada pake grab dan gojek? pindah aja,neutral
Wed Jul 02 10:10:29 +0000 2025,@tanyakanrl sindir aja nder kek klo ada yg di gofood in ama pacarnya km. taro sw tapi khusus yg liat dia doang spam aja kek gitu wkwkwk hrsnya nyadar si aku klo ngode ke cowoku kek gtuu tpi ga pernah minta gofood karena dia buka aplikasi gojek aja ga ngerti,neutral
Wed Jul 02 09:18:11 +0000 2025,sesuai dengan nilai harga bayar auto debit yang gagal dari GoPay. bagong banget dah nih GoPay dan Google Play Store. yang aplikasi GoPay saja sudah drama banget fitur dan aksesnya bahkan driver GoRide juga pernah mengeluhkan phone lag karena wajib instal aplikasi GoJek Driver,negative
Wed Jul 02 06:44:40 +0000 2025,Ini kenapa ya min @gojekindonesia @gopayindonesia aku login aplikasi GoPay/GoJek malah keluar notif aplikasi ini perlu pembaruan cepat padahal aplikasi udah ak update ke versi terbaru. Udah coba install ulang juga tetep gabisa https://t.co/PGzYHVzglv,negative
Wed Jul 02 06:10:55 +0000 2025,@Zigewinne Oalah ini Gopay yang Gopay aplikasinya berarti ya bukan bawaan dari aplikasi Gojek... Makasih btw Zion!,neutral
Wed Jul 02 05:57:30 +0000 2025,Gw aja baru pertama kemaren ngrasain naik krl di jkt. Cukup ribet krna di aplikasi KAI cuma bisa beli tiket buat 1 orang. Sedangkan gw ada anak. Jadi harus instal gojek harus instal gopay aduhh kebanyakan aplikasi. Padahal harusnya cukup pake KAI access aja loh,neutral
Wed Jul 02 04:33:23 +0000 2025,jujur gw gamasalah kalo pesen gojek dapet motor apapun tp nih masalahnya ga sesuai di aplikasi dan pijakannya meletet beteeee bangetttt️️️️️️️ orang nya juga ga ngomong kalo motor nya bedaa,negative
Wed Jul 02 02:20:28 +0000 2025,kalau grab drivernya kelihatan di lock screen kalau di gojek harus buka aplikasi dan merhatiin terus,neutral
Wed Jul 02 00:25:51 +0000 2025,@decaffevinated @appajeong Kalo liat dipostingan richeese ini ga bisa dibeli lewat aplikasi gojek atau grab kak harus beli sendiri take away/dine in,neutral
Tue Jul 01 16:35:04 +0000 2025,@eytherimpact Selamat malam Kak. Apabila yang dimaksud Qris Tap saat ini belum bisa digunakan sebagai tiket Commuter Line ya kak alternatif bisa unduh aplikasi c-acces/access by KAI/Gojek (Gotransit) untuk pembelian tiket via scan QR code ya Kak. Tks.,neutral
Tue Jul 01 15:10:11 +0000 2025,@daahgedee @maslov___ Betul tapi harus yg pake aplikasi gopay ya (bukan gojek) karna pernah temen hanya pake aplikasi gojek ga ketahuan berapa nominalnya.,neutral
Tue Jul 01 14:57:27 +0000 2025,@baker_abubu bilang siapa njir aplikasi gojek gw ga bunyi,neutral
Tue Jul 01 13:31:45 +0000 2025,halo @gopayindonesia kok saat membuka kamera untuk scan layar menghitam bahkan dari aplikasi gojek juga begitu padahal setting kamera sudah diizinkan untuk gopay dan gojek mohon bantu ya kaa https://t.co/3QPVzbsrqp,neutral
Tue Jul 01 12:06:10 +0000 2025,jog aplikasi pinjaman yg bunga nya rendah apa ya? selain gojek dan sopi,neutral
Tue Jul 01 11:13:09 +0000 2025,Driver Gojek-Grab Cs Tolak Kenaikan Tarif Ojol Desak Potongan Aplikasi jadi 10% https://t.co/xRQ3O0x9Pz,neutral
Tue Jul 01 09:52:26 +0000 2025,@HAFIZH__22 @astromenggs ada yg baru pis di aplikasi gojek katanya,neutral
Tue Jul 01 09:37:22 +0000 2025,@Mdy_Asmara1701 lebih setuju potongan aplikator yang dikurangi. driver Gojek/Grab ketika dapat penumpang 1-4km. penumpang bayar 15ribu drivernya cuma terima 10ribu ( dikurangi potongan komisi biaya layanan biaya aplikasi),negative
Tue Jul 01 08:47:42 +0000 2025,@shashadangaram @txtFromRoblox Aku pernah transaksi google play kaak masih dapet ituu Kakaknya punya aplikasi gopay atau gojek??,neutral
Tue Jul 01 08:34:45 +0000 2025,@tigiRED @gojekindonesia @tigiRED Sore Kak. Maaf kendalanya hanya saat akses aplikasi Gojek aja? Yuk DM nomor HP tanggal kejadian lokasi (kel kec kota) sama kalo ada 2 nomor lain yang ngalamin hal sama biar langsung kita cek. -Joan,neutral
Tue Jul 01 07:53:38 +0000 2025,@astromenggs Bisa pakai aplikasi gopay guys. Gopay ya bukan gojek,neutral
Tue Jul 01 07:22:48 +0000 2025,@dandanrapi iya aplikasi ewallet-nya si GoPay ️ bukan app gojek,neutral
Tue Jul 01 07:19:13 +0000 2025,@astromenggs pake aplikasi gopay aja kak easy to use hihi gopay ya bukan gojek,neutral
Tue Jul 01 07:04:47 +0000 2025,@sawrcandies Selamat siang Kak. Perjalanan Commuter Line Yogyakarta pembelian dapat dilayani melalui aplikasi Gojek (menu GoTransit) pembayaran dengan Gopay maksimal bisa untuk 4 orang ya Kak. Tks.,neutral
Tue Jul 01 05:13:17 +0000 2025,@jiyulie Ini harus donlod aplikasi terpisah atau ada di dalam gojek?,neutral
Tue Jul 01 03:13:50 +0000 2025,gaperlu app transjakarta buat liat rute google maps cukup buat liat rute. pakai aplikasi gojek bisa untuk menggantikan app tj or kue (kartu uang elektronik) there s always a learning curve and you re not required to be a pro at it,neutral
Mon Jun 30 19:27:36 +0000 2025,Ini sebenernya yg bikin males mau naik transport harus ganti aplikasi TJ pakai TJ: Transjakarta MRT ganti ke MyMRTj Mau naik KRL/KAI harus pakai Gojek/KAI Access Belom top up saldo aplikasi payment providernya beda semua Emang sih ada App Jaklingko tp g user friendly,neutral
Mon Jun 30 18:59:49 +0000 2025,@betalabh333 @beeeemooooo KRL Commuter Line bisa pake aplikasi gojek kok coba cari menu go transit nanti ada opsi buat tiket KRL. Tinggal pilih stasiun keberangkatan sama stasiun tujuan aja abis itu bayar pake gopay nanti kalo udah ada barcode buat masuk sama keluar stasiun,neutral
Mon Jun 30 13:10:25 +0000 2025,Kalian yang pake @Telkomsel ngerasa internet nya makin lemot ga sih? Kuota dan pulsa ada tapi lemotnya kebangetan. Kendalanya kl di jalan mau ngecek aplikasi chat gojek dan browsing pun jadi gabisa.. Rekomen dong provider yang oke buat dipake di area jkt-dpk https://t.co/Ps7u38buzl,neutral
Mon Jun 30 12:33:15 +0000 2025,@zbyapp @unicelounge lalamove tuh apa kak? aplikasi semacem gojek kah?,neutral
Tue Jun 24 08:55:39 +0000 2025,ini ak beli 2 karna buat orang rumah juga. ayamnya tuh jumbo bgt juicy lagi bumbunya meresap ENAKK . coba cek deh aplikasi kalian sp tau dapet promo https://t.co/I5cFYNGcsB,neutral
Tue Jun 24 07:33:31 +0000 2025,Young K aslinya dua aplikasi jaketnya kalo dibalik jadi jaket gojek https://t.co/LQZe5L3vkl,neutral
Tue Jun 24 05:00:00 +0000 2025,Sudah siap pulang ke Tanah Air setelah full ibadah di Tanah Suci? Menunggu jadwal kepulangan #IniWaktunyaKita isi ulang paket TRI Ibadah 7GB/12 hari agar bisa terus berkomunikasi dengan keluarga! Paket roaming #TriLebihHematSinyalCepat ini bisa kamu beli di aplikasi Gojek https://t.co/UgZttjhWP4,neutral
Tue Jun 24 02:58:35 +0000 2025,@cherlxxxx_ maaaff bgt ya kak mau viral atau engga si oren ini hampir sama kayak gojek dia backingannya orang2 sawah pemerintahan jg jadi better pindah aplikasi aja. Ya begitulah hidup di indonesia raya ini,neutral
Tue Jun 24 01:59:37 +0000 2025,Pihak TurnbackHoax telah memeriksa informasi tersebut. Faktanya terdapat unggahan resmi dari https://t.co/4p6WVd1A7e bahwa Gopay tidak pernah menerbitkan kartu fisik dan semua layanan Gopay hanya dapat diakses melalui aplikasi Gojek atau Gopay,neutral
Tue Jun 24 00:59:27 +0000 2025,Halo @PT_Transjakarta terima kasih sudah membuat aplikasi ini. Kamu membuat mood bagus pagi ini. Tidak ada lagi merasa hopeless yang kalo bus ga datang2 aku terpaksa naik gojek~~ Jam 7.21 diperkirakan 10 menit lagi Jam 7.27 udah datang https://t.co/EXGrKjd62r,positive
Mon Jun 23 22:56:29 +0000 2025,@its_Rosalin Dah coba aplikasi gojek ?,neutral
Mon Jun 23 18:38:06 +0000 2025,@gstinandjs @gojekindonesia Selamat pagi Kak. perjalanan Commuter Line Yogyakarta pembelian dapat dilayani melalui aplikasi Gojek (menu GoTransit) pembayaran dengan Gopay maksimal bisa untuk 4 orang ya Kak. Tks,neutral
Mon Jun 23 16:04:53 +0000 2025,@suka_cuddle Ada. Tinggal pesen di aplikasi gojek,neutral
Mon Jun 23 13:44:43 +0000 2025,Kalian kalo driver gojek/grab food nganter makan terus di chat nanya lagi nomor/alamat rumah biasanya dijawab ga? Soalnya di aplikasi udah jelas banget tertera kan gw mikir ngapain nanya lagi. Udah gitu pada biasa yang lain nganter fine2 aja ga masalah.,negative
Mon Jun 23 11:11:13 +0000 2025,apa gue apus aja ya ini aplikasi grab sama gojek biar ga dikit-dikit order grabfood/gofood terus :)),positive
Mon Jun 23 08:09:43 +0000 2025,ADA YANG TAU CARA LAPORIN ORDERAN FIKTIF APLIKASI @gojekindonesia ???? Kronologi: Driver gojek datang ke rumah bilang dapet orderan buat anter anggota keluargaku ke kota sebelah. Keluargaku gaada yg merasa pesen gojek dan karena kita semua cewe setelah konfirmasi ke driver,neutral
Mon Jun 23 07:46:36 +0000 2025,@chcocupcake Selamat siang Kak. Untuk perjalanan Commuter Line Yogyakarta-Palur PP silakan dapat menggunakan pembayaran Gopay pada fitur GoTransit di aplikasi Gojek dan aplikasi Access by KAI/C-Access ya. Tks.,neutral
Mon Jun 23 07:41:15 +0000 2025,@vazoo5 Selamat siang Kak. Untuk tiket berjenis kartu seperti Kartu Multi Trip (KMT) Kartu Bank (E-Money Flazz Brizzi TapCash) 1 tiket hanya untuk 1 orang kami sarankan bisa menggunakan aplikasi C-access/Gojek (GoTransit) 1 ponsel bisa untuk 4 orang ya. Tks.,neutral
Mon Jun 23 07:32:25 +0000 2025,gojek menghilangkan tampilan detail potongan di aplikasi driver biar ga di protes mulu kali ya,negative
Mon Jun 23 06:00:07 +0000 2025,Tabe yang dipangkep Tidak adakah itu gojek atau aplikasi pesan makan dipangkep kodong Info ta dule,neutral
Mon Jun 23 02:09:38 +0000 2025,@heijul912 Kak saran gw kalo lu dikondisi begini pake aplikasi ojol lain aja dulu misal gojek. Biarin aja gaada yang cancel ampe dia yang cancel duluan. Yang rugi dia sedangkan kamu sampe tujuan deh. Afternya report aja ke CS Grab,positive
Mon Jun 23 00:25:33 +0000 2025,Cara ngaduin ini ke Gojek gimana yak? Soalnya gw ga pernah transaksi gede di aplikasi ini. Annoying banget tiap hari dapet notif gini. https://t.co/UzGDo1Ueni,negative
