full_text,preprocessed,label
beneran dosaa kasian ayahku sama mamaku mau ke gambir ditolak gocar 6x ada kayaknya tadi trus aku suruh cari gojek yg lagi berhenti deket daerah travel itu akhirnya ditembak 50k padahal di aplikasi 25k trs sendiri2 naik gojek motor untungnya ga hujan,beneran dosaa kasi ayah sama mama mau gambir tolak gocar kayak tadi trus aku suruh cari gojek henti deket daerah travel akhir tembak padahal aplikasi trs sendiri naik gojek motor untung hujan,netral
@piyesj jir samaaa. senen-tn abang pun chaos. sampe gue turun pesen gojek gada yg pickup2 mana buru2 ngejer jam krl untung bgt ada satpam baik nyariin gojek pinggir2 jalan yg mau ngangkut gue tanpa aplikasi HUHU,jir samaaa senentn abang chaos sampe gue turun sen gojek gada pickup mana buru ngejer jam krl untung bgt satpam baik nyariin gojek pinggir jalan mau ngangkut gue aplikasi huhu,netral
Pagi tadi berangkat kerja pakai KRL di teruskan naik Gojek sampai kantor. Masyaallah di aplikasi bapaknya udah kerja 9 5 tahun. Lebih dari 27 ribu trip ditempuh sama beliau. Saya bertahan karena ngga punya pilihan lain juga bang cerita bapak dengan tetap tersenyum.,pagi tadi berangkat kerja pakai krl terus naik gojek kantor masyaallah aplikasi bapak udah kerja tahun lebih ribu trip tempuh sama beliau tahan ngga punya pilih bang cerita bapak tetap senyum,netral
Nunggu gojek hampir 1 jam menjelang sampai eh dicancel sama driver. Atau jangan2 gangguan aplikasi?,nunggu gojek hampir jam jelang dicancel sama driver jangan ganggu aplikasi,netral
Pelanggaran Batas Potongan Aplikasi Salah satu isu utama yang diangkat adalah dugaan pelanggaran terhadap Kepmenhub KP No. 1001 Tahun 2022 yang menetapkan batas maksimal potongan aplikasi sebesar 20 persen. #arahangin #tvri #ojol #driver #gojek #grab #aplikator https://t.co/m2SzesI9LG,langgar batas potong aplikasi salah satu isu utama angkat duga langgar kepmenhub tahun tetap batas maksimal potong aplikasi besar persen,netral
 Cara pakai: 1.Buka aplikasi Gojek 2.Masuk ke menu Promosi 3.Masukin kodenya 4.Klik Redeem dan promo langsung aktif! Buruan Klaim Kode Promonya!! keburu habis,cara pakai buka aplikasi gojek masuk menu promosi masukin kode klik redeem promo langsung aktif buru klaim kode promonya keburu habis,netral
Silahkan untuk REPOST POSTINGAN INI KE STORY IG lalu MENTION @bnifinance.id &amp; DM/Message kami: * Bukti Screenshot FOLLOW ALL SOSMED BNI FINANCE &amp; REPOST STORY IG * Nama Lengkap * No Telepon yg terdaftar pada aplikasi Gojek/OVO (Jangan lupa untuk memberikan keterangan OVO/GOPAY),silah repost postingan story lalu mention amp dmmessage bukti screenshot follow all sosmed bni finance amp repost story nama lengkap telepon daftar aplikasi gojekovo jangan lupa beri terang ovogopay,netral
@tlawodbs__ @gojekindonesia @gojekindonesia driver gojek lainnya udh bantuin buat lapor dan urus urus tp dri aplikasi gojeknya gada pilihan buat laporin sexual harassment,driver gojek lain udh bantuin buat lapor urus urus dri aplikasi gojek gada pilih buat laporin sexual harassment,netral
Ini sekarang gojek kalau mau ngajuin keluhan ke mana ya? @gojekindonesia sosmednya udah ngga ngebalas keluhan soalnya mau ajuin tiket manual di aplikasi gojek harus ada transaksi dulu padahal aku udah topup gopay 150rb ga ada yang masuk ke wallet.,sekarang gojek kalau mau ngajuin keluh mana sosmednya udah ngga ngebalas keluh soal mau ajuin tiket manual aplikasi gojek transaksi dulu padahal aku udah topup gopay masuk wallet,positif
@CommuterLine min cara top up KMT via aplikasi gojek tuh gimana ya? saya mau nyoba tp di gojek nya gada pilihan top up KMT ,min cara top kmt via aplikasi gojek tuh gimana mau nyoba gojek nya gada pilih top kmt,positif
Dukung SMA Kolombo dalam School Creative Hub ya dan dapatkan voucher diskon menarik khusus daerah Jogja melalui aplikasi Gojek dengan gunakan kode promo SMAKOLOMBOJOG Khusus go-ride atau go-food ya dan berlaku hingga 30 Juni 2025 #gojek #kodepromo #schoolcreativehubgojek https://t.co/UJzcF07hPx,dukung sma kolombo school creative hub dapat voucher diskon tarik khusus daerah jogja lalu aplikasi gojek guna kode promo smakolombojog khusus goride gofood laku hingga juni,netral
Alternatif Web Aplikasi Transportasi Gojek untuk Komunitas Lokal https://t.co/CqmozGSvx0,alternatif web aplikasi transportasi gojek komunitas lokal,netral
@ohaewow Ada yang namanya aplikasi Gojek. ,nama aplikasi gojek,netral
@gojekindonesia @gopayindonesia Saldo saya kok ga nambah setelah top up ini ada riwayat transaksi nya loh nambah di aplikasi gojek nya tapi saldo ga nambah kasian kucing saya sampe kesel gini nungguin mau beli makan https://t.co/ozDijno4Jm,saldo kok nambah top riwayat transaksi nya loh nambah aplikasi gojek nya saldo nambah kasi kucing sampe kesel gin nungguin mau beli makan,positif
beliin temen gue kue ulangtahun lewat gojek tp kelupaan pencet bayar pake gopay anjir mana abangnya gada chat apa apa samsek cuma sesuai aplikasi ya kak jadi temen gue bayar sendiri yaAllah ‍‍‍,beliin temen gue kue ulangtahun lewat gojek lupa pencet bayar pake gopay anjir mana abang gada chat apa apa samsek cuma sesuai aplikasi kak jadi temen gue bayar sendiri yaallah,netral
@iamalordyeaa GoPay dan Go-Pay merujuk pada layanan dompet digital yang sama dari Gojek di Indonesia digunakan untuk transaksi di aplikasi Gojek dan merchant. Tidak ada perbedaan fungsional antara keduanya. Sumber resmi seperti situs Gojek dan GoPay selalu menggunakan GoPay tanpa tanda,gopay gopay rujuk layan dompet digital sama gojek indonesia guna transaksi aplikasi gojek merchant beda fungsional dua sumber resmi situs gojek gopay selalu guna gopay tanda,netral
fix apa gue apus aja ya aplikasi gojek itu demi kewarasan https://t.co/CgR1Hin8C1,fix apa gue apus aja aplikasi gojek waras,netral
Drama malam ini - baru landing jam 9 malem langsung lembur deadline sampe jam 12 malem - naik bis terakhir dari bandara ke Depok - terdampar di Margonda gegara ga ada gojek yang mau nganter ke Tajurhalang - deal sama abang gojek di luar aplikasi harganya gua naikin https://t.co/pTpa2mvGVU,drama malam baru landing jam malem langsung lembur deadline sampe jam malem naik bis akhir bandara depok dampar margonda gegara gojek mau nganter tajurhalang deal sama abang gojek luar aplikasi harga gua naikin,netral
@undipmfs Iya gojek makin kesini makin kesana. Apa harus ganti aplikasi ya yg lebih ramah di kantong :(,iya gojek makin kesini makin kesana apa ganti aplikasi lebih ramah kantong,netral
Halo gaisss ada yang mau barter kuisioner? kriteriaku pernah menggunakan aplikasi gojek. Kalau mau barter boleh rep atau DM langsung ya ,halo gaisss mau barter kuisioner kriteria pernah guna aplikasi gojek kalau mau barter rep langsung,netral
@gofoodindonesia Hai @gofoodindonesia aku sudah buka Aplikasi Gojek dan Cek DiGoFood PESTA KULINER ‍️ jawabannya: Banting Harga Jadi didalamnya itu ada menu-menu best pilihan yang lagi banting harga dan wajib banget dicoba @whymeeast @haniyybisa @wida_nica93 #PestaKulinerGoFood ️ https://t.co/VekqrQbkcn,hai aku buka aplikasi gojek cek digofood pesta kuliner jawab banting harga jadi dalam menumenu best pilih banting harga wajib banget coba,netral
@3Le4N012 Itu krn kesalahan yg dibikin gojek sendiri tujuannya biar pada tau itu potongan isinya apa aja akhirnya diganti tuh bahasa yg tadinya gojek deposit jadi by layanan+aplikasi Akhirnya duarrrrr malah rancu,krn salah bikin gojek sendiri tuju biar tau potong isi apa aja akhir ganti tuh bahasa tadi gojek deposit jadi layananaplikasi akhir duarrrrr malah rancu,netral
@sunffleea pernah dimintai uang buat ongkos. ngakunya abis jalan dari RS sampai ke lokasi kami ketemu itu. lumayan jauh. terus karena kasian tapi mau jaga2 jadinya kutawari order gojek. alamat ibu mana? sambil buka aplikasi uang aja lah. yaudah.,pernah minta uang buat ongkos ngakunya abis jalan lokasi ketemu lumayan jauh terus kasi mau jaga jadi tawar order gojek alamat ibu mana buka aplikasi uang aja lah yaudah,negatif
selalu nyari excuses biar bisa kemana2 sendiri lebih milih naik gojek drpd dianter jemput sama aki skrg ak benci liat aplikasi gojek ,selalu nyari excuses biar sendiri lebih milih naik gojek drpd anter jemput sama aki skrg benci liat aplikasi gojek,netral
@strawberrieds Download aja aplikasi gopay nya. Bukan gojek nanti klik aja bagian promo game. Klaim2 dulu biasanya pengguna baru banyak tuh promonya,download aja aplikasi gopay nya bukan gojek klik aja bagi promo game klaim dulu biasa guna baru banyak tuh promonya,netral
Setelah ada gojek semua berubah. Gua pulang nyantai. Dari sekolah ke rumah cuma 12ribu (jaraknya sekitar 8 km). Sejak itu gua selalu pakai gojek dan gak pernah ganti ke aplikasi lain.,gojek semua ubah gua pulang nyantai sekolah rumah cuma ribu jarak sejak gua selalu pakai gojek gak pernah ganti aplikasi,netral
terpaksa menggunakan grab ketika gojek lagi maintenance gojek menurut saya lebih bagus dari tampilan beda jauh grab nih lucu dan aneh bisa bisanya ada Ad app language udah diganti Indonesia masih ada englishnya aplikasi banyak kekurangannya nih grab menurutku,paksa guna grab gojek maintenance gojek lebih bagus tampil beda jauh grab nih lucu aneh bisa app language udah ganti indonesia englishnya aplikasi banyak kurang nih grab turut,positif
 Cara Atasi Kendala Top Up Pulsa Tri: 1. Cek saldo rekening &amp; pastikan cukup 2. Restart HP coba top up ulang 3. Coba top up di aplikasi berbeda (misal Gojek Dana atau Shopee) 4. Hubungi CS @3careindonesia melalui WA Semoga berhasil!,cara atas kendala top pulsa tri cek saldo rekening amp pasti cukup restart coba top ulang coba top aplikasi beda misal gojek dana shopee hubung lalu moga hasil,positif
@ardisatriawan Gimana kalau ada BUMN yg bikin aplikasi kayak Gojek atau Grab. BUMN tsb gak usah cari keuntungan banyak yang penting bisa kasih pekerjaan warganya sebagai driver ojol dgn ketentuan yg manusiawi dan menguntungkan driver.,gimana kalau bumn bikin aplikasi kayak gojek grab bumn tsb gak usah cari untung banyak penting kasih kerja warga driver ojol dgn tentu manusiawi untung driver,netral
Ada apakah dengan aplikasi gojek di jam 23.30 sampai di jam 05.30,aplikasi gojek jam jam,netral
dikira bikin aplikasi ojek sesimple jadi doang anying ? belum maintenance server belum bayar API google maps belum lagi server harus jalan 24/7 mana mau bikin tanpa potongan lagi. makanya kan gojek keuangannya minus mulu karna banyak pengeluaran tpi sering didemo kasian wkwk https://t.co/cTii5jcNE6,kira bikin aplikasi ojek sesimple jadi doang anying maintenance server bayar api google maps server jalan mana mau bikin potong makanya kan gojek uang minus mulu karna banyak keluar tpi sering demo kasi wkwk,netral
Kalau driver Bluebird yang juga menggunakan aplikasi itu statusnya karyawan kenapa driver Gojek dan Grab statusnya mitra?,kalau driver bluebird guna aplikasi status karyawan driver gojek grab status mitra,netral
1. hampir naik eskalator turun di LRT 2. tapcash ilang ga nyadar 3. nyasar cari pintu keluar malah balik ke pintu masuk 4. malah mau naik gojek punya orang 5. mau aja lg dianterin gojek tanpa aplikasi untung ga diculik.. sumpah kyknya gua gabisa pergi sendiri untuk sementara,hampir naik eskalator turun lrt tapcash ilang nyadar nyasar cari pintu keluar malah balik pintu masuk malah mau naik gojek punya orang mau aja dianterin gojek aplikasi untung culik sumpah kyknya gua gabisa pergi sendiri,netral
@Pip1902 @papanberjalan Adegan berbahaya aplikasi gojek backend nya ...ahh ,adegan bahaya aplikasi gojek backend nya ahh,netral
@masbuled Naik krl bisa pake emoney dr bank mandiri brizi dr BRI tapcash dari BNI flazz dari BCA. Dan juga bisa pake aplikasi gojek namanya Go-Transit. Fitur go transit akan muncul apabila ada di area yg ada stasiun KRL. Klo msh di Karawang ga ada. Tp lbh enak pake kartu emoney sih,naik krl pake emoney bank mandiri brizi bri tapcash bni flazz bca pake aplikasi gojek nama gotransit fitur transit muncul apabila area stasiun krl klo msh karawang lbh enak pake kartu emoney sih,netral
@kompascom Seharusnya ini masalah internal bisnis karena ojek itu mitra dari aplikasi gojek bmc nya gitu wkwkwk. Meminta pemerintah intervensi karena rakyat kecil seharusnya bisa di sampaikan secara internal karena gojek itu bisnis sektor swasta.,masalah internal bisnis ojek mitra aplikasi gojek bmc nya gitu wkwkwk minta perintah intervensi rakyat kecil sampai internal gojek bisnis sektor swasta,netral
Wahai Driver Ojol Grab dan Gojek di Seluruh RI Ada Kabar Baik Buat Anda Semua Wajib Tahu Simak! Sumber: - https://t.co/MVKEFvSo99 https://t.co/8TLcDxx5Xy Dibagikan melalui Aplikasi Google,wahai driver ojol grab gojek seluruh kabar baik buat semua wajib tahu simak sumber bagi lalu aplikasi google,netral
@__MRaZ @gojekindonesia Kasih feedback langsung di aplikasi buruk/kurang baik &gt;&gt; penjemputan terlalu jauh.,kasih feedback langsung aplikasi burukkurang baik gtgt jemput terlalu jauh,negatif
@hoonieeaJJ Selamat sore QRIS Tap saat ini belum bisa digunakan sebagai tiket commuter line ya kak alternatif bisa unduh aplikasi c-acces/access by KAI/Gojek (Gotransit) untuk pembelian tiket via scan QR code ya tks.,selamat sore qris tap guna tiket commuter line kak alternatif unduh aplikasi caccesaccess kaigojek gotransit beli tiket via scan code tks,negatif
ok but aplikasi gojek masuk di dynamic island sangat ngebantu,but aplikasi gojek masuk dynamic island sangat ngebantu,netral
Mau makan enak dan murah? GoFood solusinya Buruan cek aplikasi gojek kalian sekarang dan borong pas tanggal 26 Mei jam 8 pagi 2 siang dan 8 malam! Diskon up to 70% loh . Tunggu apalagi? Cek buruan menu favorit kalian sekarang! Karena gofood lagi ngadain Brand Day. #brandday https://t.co/cQz5ZWKoA2,mau makan enak murah gofood solusi buru cek aplikasi gojek kalian sekarang borong pas tanggal mei jam pagi siang malam diskon loh tunggu cek buru menu favorit kalian sekarang gofood ngadain brand day,netral
@MRifaiTamam @kompascom Cara nya adalah user aplikasi itu harus berkurang drastis klo perlu ga ada yg pake lagi atau muncul aplikasi bru yg smua driver pindah kesitu yg ngebuat user app grab/gojek hilang. Pasti ntar d turunin entah promo entah % ptongan berkurang.. Tp itu ga akn mgkin atau susah,cara nya user aplikasi kurang drastis klo perlu pake muncul aplikasi bru smua driver pindah kesitu ngebuat user app grabgojek hilang ntar turunin entah promo entah ptongan kurang akn mgkin susah,netral
@tunaable Kalo dari cisauk mau gojek/gocar juga sabi andaikan antrian intermoda bis terlalu DUAR DUARR. Jaraknya gak nyampe 7km kalo di map. Masih terjangkau laa (tetep dari aplikasi yaa kalo langsung ntar digetok),kalo cisauk mau gojekgocar sabi andai antri intermoda bis terlalu duar duarr jarak gak nyampe kalo map jangkau laa tetep aplikasi yaa kalo langsung ntar getok,netral
udh lama ga pake gojek trs td kaget pas mau mesen malah keluar kode bukan lgsg dpet drivernya ini w suru nyamperin drivermya?? aplikasi kocak,udh lama pake gojek trs kaget pas mau mesen malah keluar kode bukan lgsg dpet drivernya suru nyamperin drivermya aplikasi kocak,negatif
@DharmaZyn @solehudien30 @kompascom Kalau jawaban saya mungkin karena promo yang dilempar belum lagi potongan. saya kalau pakai gojek itu bayarnya cash nah kadang ada promo gitu dan biaya menjalankan server aplikasi itu gak murah ~,kalau jawab mungkin promo lempar potong kalau pakai gojek bayar cash nah kadang promo gitu biaya jalan server aplikasi gak murah,netral
@OH_hhhayou @tsaaaahhhhh @zeexcellent aku tadi coba bisa ka download aplikasi gopay (bukan gojek) klo blm punya,aku tadi coba download aplikasi gopay bukan gojek klo blm punya,netral
@vic_hasiholan @PerkututPutih @kompascom ya kan tinggal mereka keluar dan bikin aplikasi sendiri kenapa masih ada di gojek atau grab kalo merasa mampu bikinlah jangan omdo doang,kan tinggal keluar bikin aplikasi sendiri gojek grab kalo rasa mampu bikin jangan omdo doang,netral
@NenkMonica Dari pada 217 T kebanyakan jd nasi basi mending bikin aplikasi spt gojek yg dikelola oleh pemerintah biar orangtuanya dpt duit utk anak2nya bisa makan bergizi sekeluarga drpd aplikator swasta meres keringat rakyat dgn potongan gila2an ditambah banyaknya phk dan pengangguran.,banyak nasi basi mending bikin aplikasi spt gojek kelola perintah biar orangtuanya dpt duit utk anak makan gizi keluarga drpd aplikator swasta meres keringat rakyat dgn potong gila tambah banyak phk anggur,netral
@kompascom Susah sistem nya sih.. Ojol nyerap bnyak tenaga kerja tp mreka adalah perushaan aplikasi bukan transportasi.. Mreka bkan mempekerjakan ojol tp anggap driver sbgai mitra yg pake app mreka shingga bukan karyawan gojek/grab tp mitra.. Susah nya disana.. ga akan bs slesai.....,susah sistem nya sih ojol nyerap bnyak tenaga kerja mreka perushaan aplikasi bukan transportasi mreka bkan kerja ojol anggap driver sbgai mitra pake app mreka shingga bukan karyawan gojekgrab mitra susah nya sana slesai,netral
@BosPurwa Ribet ya. pemerintah aja buat aplikasi ojol biar tau untung ruginya juga biar rakyat terbantu. Gojek aja skrg msh merugi belum pernah untung dari awal. Aplikator jg salah normalisasi harga murah dari awal lewat promo dll. Asumsi rakyat harga murah padahal bakar duit..wkwk,ribet perintah aja buat aplikasi ojol biar tau untung rugi biar rakyat bantu gojek aja skrg msh rugi pernah untung awal aplikator salah normalisasi harga murah awal lewat promo asumsi rakyat harga murah padahal bakar duitwkwk,netral
@kompascom Customer dimntain tmbah biaya² aplikasi dsb.. driver krna potong diluar biaya tmbahn itu... Yg jelas gojek sdh dpt 20% dri uang driver. Yg perlu dtnyakan &amp; diaudit adalah biaya² tmbahn itu uh dibebankan pelanggan. Krna yg disnilah bsa tmban cuan gojeknya jdi bkan 20% lgi dri awal,customer dimntain tmbah biaya aplikasi driver krna potong luar biaya tmbahn jelas gojek sdh dpt dri uang driver perlu dtnyakan amp audit biaya tmbahn beban langgan krna disnilah bsa tmban cuan gojek jdi bkan lgi dri awal,netral
@Heraloebss Aplikasi ijo itu apa? Gojek? Grabfood? Asli gak paham. ,aplikasi ijo apa gojek grabfood asli gak paham,netral
Ojol Ditolong Ditodong Aplikasi https://t.co/I0CZauooth Tech bro itu gw perhatikan pada ngga ngerti masalah orisinalitas. Ketauan dari glorifikasi AI. Skrg dari tingkah app Gojek Grab dsb. keliatan tech bro ini pada ga ngerti urusan potongan upah yg manusiawi.,ojol tolong todong aplikasi tech bro perhati ngga ngerti masalah orisinalitas tau glorifikasi skrg tingkah app gojek grab liat tech bro ngerti urus potong upah manusiawi,netral
@kimmyexp ini harus di aplikasi gopay? gak ada di aplikasi gojek?,aplikasi gopay gak aplikasi gojek,netral
@kompascom dari dulu kubilang yg masih ada aplikasi gojek (consumen) di hp nya itu orang kaya,dulu bilang aplikasi gojek consumen nya orang kaya,netral
@kompascom mereka pengusaha pak bukan dermawan gak mungkin disuruh omsetnya UMR buat mereka Pemerintah harus bikin aplikasi gojek sendiri dong,usaha pak bukan dermawan gak mungkin suruh omset umr buat perintah bikin aplikasi gojek sendiri dong,netral
@chiakipx Grab dan gojek merger gak ada yang kehilangan pekerjaan. kecuali cuma orang kantornya yg berkurang... Drivernya tetap sama... Hahaha.... Asal elu tau ya kedua aplikasi ini pemilik sahamnya ada di Singapore...,grab gojek merger gak hilang kerja cuma orang kantor kurang drivernya tetap sama hahaha asal elu tau dua aplikasi milik saham singapore,netral
Dan aplikasi seperti gojek+tokopedia jika mampu mengolah data dan membuat efisien itu sangat-sangat bagus. Apalagi ada bantuan dari tiktok. Sayangnya....sayangnya kelihatan mikir cuman jangka pendek dan agak rakus ,aplikasi gojektokopedia mampu olah data buat efisien sangatsangat bagus bantu tiktok sayangnyasayangnya lihat mikir cuman jangka pendek rakus,positif
Nmr laporan 1925113114921869362 Terjadi lagi sistem @ShopeeID dan sistem kurir instan @gojekindonesia super jelek ‍ Pesanan di sistem Shopee belum kepickup tapi di aplikasi Gojek udah kepickup.,nmr lapor jadi sistem sistem kurir instan super jelek pesan sistem shopee kepickup aplikasi gojek udah kepickup,negatif
@BosPurwa DUKUNG PEMERINTAH BIKIN APLIKASI SEPERTI GOJEK DLL DENGAN POTONGAN 0 - 5% SAJA DARI PADA RAKYAT JADI SAPI PERAH APLIKATOR SWASTA DGN POTONGAN GILA2AN SEHUBUNGAN PEMERINTAH BELUM BISA MEMBUKA 19 JUTA LAPANGAN KERJA. INSHA ALLAH KEMISKINAN MENURUN DRASTIS 300RB/HARI RAKYAT DPT,dukung perintah bikin aplikasi gojek potong rakyat jadi sapi perah aplikator swasta dgn potong gila hubung perintah buka juta lapang kerja insha allah miskin turun drastis rbhari rakyat dpt,netral
@FPKSDPRRI PKS JIKA MAU MENANG PEMILU 2029 BIKINLAH APLIKASI SEPERTI GOJEK DLL UTK RAKYAT INDONESIA DENGAN POTONGAN CUKUP 5% SAJA DARI PADA RAKYAT JADI SAPI PERAH APLIKATOR SWASTA DGN POTONGAN GILA2AN SAMPAI 40-60% SEHUBUNGAN TINGGI NYA ANGKA PENGANGGURAN SAAT INI OJEKIN=OJEK INDONESIA,pks mau menang milu bikin aplikasi gojek utk rakyat indonesia potong cukup rakyat jadi sapi perah aplikator swasta dgn potong gila hubung tinggi nya angka anggur ojekinojek indonesia,netral
Ikuti tantangan #PastiAdaJalan! 1. Masukkan kode PASTIADAJALAN di aplikasi Gojek 2. Dapatkan kode unikmu 3. Ajak teman-temanmu untuk menggunakan kode unik tersebut saat bertransaksi di Gojek 4. Kumpulkan poin sebanyak-banyaknya! https://t.co/p1EnacTddl,ikut tantang masuk kode pastiadajalan aplikasi gojek dapat kode unik ajak temantemanmu guna kode unik sebut transaksi gojek kumpul poin sebanyakbanyaknya,netral
DESAK PEMERINTAH BIKIN APLIKASI SEPERTI GOJEK DENGAN POTONGAN 0 - 5% DARI PADA RAKYAT JADI SAPI PERAH APLIKATOR SWASTA DGN POTONGAN GILA2AN SEHUBUNGAN PEMERINTAH BELUM BISA MEMBUKA 19 JUTA LAPANGAN KERJA. DIJAMIN PRABOWO 2 PERIODE KL INI JADI.,desak perintah bikin aplikasi gojek potong rakyat jadi sapi perah aplikator swasta dgn potong gila hubung perintah buka juta lapang kerja jamin prabowo periode jadi,netral
@sosejeropa Bikin aplikasi gojek tanpa fee,bikin aplikasi gojek fee,netral
eh gojek knp sih gak bisa ngasih tips dari aplikasi tapi bayarnya pake debit langsung?? KEKK??? GUE MAU NGASIH TIPS TAPI GUE CASHLESS DAN GUE MALES ISI GOPAY,gojek knp sih gak ngasih tips aplikasi bayar pake debit langsung kekk gue mau ngasih tips gue cashless gue males isi gopay,netral
@unesa_fess ada tapi ga terlalu bisa diandalkan jujurly ada kaya gojek tp buatan anak unesa namanya nesaride lebih murah dikit dr aplikasi pake itu aja,terlalu andal jujurly kaya gojek buat anak unesa nama nesaride lebih murah dikit aplikasi pake aja,netral
Gojek menyatakan tengah mengkaji dampak usulan kenaikan tarif ojol hingga 15% bersama Kementerian Perhubungan termasuk usulan pemotongan biaya aplikasi sebesar 10% agar tetap menguntungkan pengemudi tanpa memberatkan penumpang. Simak selengkapnya: https://t.co/srzPh4bYcL https://t.co/RfUpdphuzi,gojek nyata tengah kaji dampak usul naik tarif ojol hingga sama menteri hubung masuk usul potong biaya aplikasi besar tetap untung kemudi berat tumpang simak lengkap,netral
@kacamataasoyy @PartaiSocmed 40 persen mungkin anda ikut promo. Coba dicek lagi . Gojek 20% plus biaya aplikasi 1000,persen mungkin ikut promo coba cek gojek plus biaya aplikasi,netral
@PartaiSocmed Biaya aplikasi gojek 2000 untuk pembeli dan 1000 penjual. Lalu shoppe Biaya aplikasi 5000 untuk pembeli saja. Kadang bingung kok aplikator mash belum mendaptkan keuntungan. Aneh banget dwetnya habis.,biaya aplikasi gojek beli jual lalu shoppe biaya aplikasi beli kadang bingung kok aplikator mash mendaptkan untung aneh banget dwetnya habis,netral
@PartaiSocmed Ni tum Simple nya gini. Kita di potong fee 20% setelah itu dibpotong 1000 biaya aplikasi. Knp setiap harusnya cukuo di ambil fee saja 20% tambah di potong apliksi. Pembeli san penjual di mintain biaya aplikasi. Gojek fee 20 % plus 1000 Shoppe 25% untuk yang daftar apkikas baru https://t.co/Ec0TqSTR2w,tum simple nya gin potong fee dibpotong biaya aplikasi knp harus cukuo ambil fee tambah potong apliksi beli san jual mintain biaya aplikasi gojek fee plus shoppe daftar apkikas baru,netral
@munvess Gak Nder w gak bisa nyetir soalnya sayang aplikasi Gojek dan Transjakarta aja tanpa mereka gue gak bisa ke mana-mana. ,gak nder gak nyetir soal sayang aplikasi gojek transjakarta aja gue gak manamana,netral
@kwetiaux @_rulayy @astromenggs Bisaa pake aplikasi gopay sendiri bukan lewat gojek,bisaa pake aplikasi gopay sendiri bukan lewat gojek,netral
@Djeantjook @cak_agoest @BiLLRaY2019 logika aja maxim inidriver dll muncul kapan? dia lakuin iklan bakar duit diawal sebesar aplikasi pioneer gak? aplikasi baru mah enak gausah promosi macem2 seperti yg udah dilakuin gojek grab. lagian kalo emang lebih untung maksim kenapa masih pada pake grab dan gojek? pindah aja,logika aja maxim inidriver muncul kapan lakuin iklan bakar duit awal besar aplikasi pioneer gak aplikasi baru mah enak gausah promosi macem udah dilakuin gojek grab lagi kalo emang lebih untung maksim pake grab gojek pindah aja,netral
@tanyakanrl sindir aja nder kek klo ada yg di gofood in ama pacarnya km. taro sw tapi khusus yg liat dia doang spam aja kek gitu wkwkwk hrsnya nyadar si aku klo ngode ke cowoku kek gtuu tpi ga pernah minta gofood karena dia buka aplikasi gojek aja ga ngerti,sindir aja nder kek klo gofood ama pacar taro khusus liat doang spam aja kek gitu wkwkwk hrsnya nyadar aku klo ngode cowoku kek gtuu tpi pernah minta gofood buka aplikasi gojek aja ngerti,netral
sesuai dengan nilai harga bayar auto debit yang gagal dari GoPay. bagong banget dah nih GoPay dan Google Play Store. yang aplikasi GoPay saja sudah drama banget fitur dan aksesnya bahkan driver GoRide juga pernah mengeluhkan phone lag karena wajib instal aplikasi GoJek Driver,sesuai nilai harga bayar auto debit gagal gopay bagong banget dah nih gopay google play store aplikasi gopay drama banget fitur akses bahkan driver goride pernah keluh phone lag wajib instal aplikasi gojek driver,netral
Ini kenapa ya min @gojekindonesia @gopayindonesia aku login aplikasi GoPay/GoJek malah keluar notif aplikasi ini perlu pembaruan cepat padahal aplikasi udah ak update ke versi terbaru. Udah coba install ulang juga tetep gabisa https://t.co/PGzYHVzglv,min aku login aplikasi gopaygojek malah keluar notif aplikasi perlu baru cepat padahal aplikasi udah update versi baru udah coba install ulang tetep gabisa,positif
@Zigewinne Oalah ini Gopay yang Gopay aplikasinya berarti ya bukan bawaan dari aplikasi Gojek... Makasih btw Zion!,oalah gopay gopay aplikasi arti bukan bawa aplikasi gojek makasih btw zion,netral
Gw aja baru pertama kemaren ngrasain naik krl di jkt. Cukup ribet krna di aplikasi KAI cuma bisa beli tiket buat 1 orang. Sedangkan gw ada anak. Jadi harus instal gojek harus instal gopay aduhh kebanyakan aplikasi. Padahal harusnya cukup pake KAI access aja loh,aja baru pertama kemaren ngrasain naik krl jkt cukup ribet krna aplikasi kai cuma beli tiket buat orang anak jadi instal gojek instal gopay aduhh banyak aplikasi padahal harus cukup pake kai access aja loh,netral
jujur gw gamasalah kalo pesen gojek dapet motor apapun tp nih masalahnya ga sesuai di aplikasi dan pijakannya meletet beteeee bangetttt️️️️️️️ orang nya juga ga ngomong kalo motor nya bedaa,jujur gamasalah kalo sen gojek dapet motor apa nih masalah sesuai aplikasi pijak meletet beteeee bangetttt orang nya ngomong kalo motor nya bedaa,netral
kalau grab drivernya kelihatan di lock screen kalau di gojek harus buka aplikasi dan merhatiin terus,kalau grab drivernya lihat lock screen kalau gojek buka aplikasi merhatiin terus,netral
@decaffevinated @appajeong Kalo liat dipostingan richeese ini ga bisa dibeli lewat aplikasi gojek atau grab kak harus beli sendiri take away/dine in,kalo liat dipostingan richeese beli lewat aplikasi gojek grab kak beli sendiri take awaydine,netral
